restaurant_id,name,name_he,city,city_he,region,region_he,cuisine,cuisine_he,restaurant_type,restaurant_type_he,kosher,avg_price_per_person,price_level,rating,suitable_for,suitable_for_he,recommended_dish,recommended_dish_he,is_known_recommended,is_real_name,data_source_note
6359,Little Deli 5359,ליטל דלי 5359,Nazareth,נצרת,North,צפון,Cafe,בית קפה,Dairy,חלבי,No,55,Cheap,4.4,"Friends,Students","חברים,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6360,Spicy Oven 5360,ספייסי אובן 5360,Zichron Yaakov,זכרון יעקב,North,צפון,Vegan,טבעוני,Vegan,טבעוני,No,134,Medium,4.1,"Families,Couples","משפחות,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6361,Garden Kitchen 5361,גארדן קיטשן 5361,Tel Aviv,תל אביב,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,66,Cheap,4.2,"Families,Students","משפחות,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6362,Market Place 5362,מרקט פלייס 5362,Ramat Gan,רמת גן,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,Yes,221,Expensive,3.6,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6363,Street Wok 5363,סטריט ווק 5363,Rishon LeZion,ראשון לציון,Center,מרכז,Burger,המבורגרים,Meat,בשרי,Yes,106,Medium,4.1,"Families,Friends","משפחות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6364,Classic Fork 5364,קלאסיק פורק 5364,Netanya,נתניה,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,Yes,170,Medium,3.2,"Business,Friends","עסקים,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6365,Local House 5365,מקומי האוס 5365,Rehovot,רחובות,Center,מרכז,Japanese,יפני,Mixed,מעורב,No,145,Medium,3.5,"Business,Friends","עסקים,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6366,Urban Bar 5366,אורבן בר 5366,Ashkelon,אשקלון,South,דרום,Indian,הודי,Mixed,מעורב,No,75,Cheap,3.4,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6367,Fresh Plate 5367,פרש פלייט 5367,Nazareth,נצרת,North,צפון,Asian,אסייתי,Mixed,מעורב,Yes,123,Medium,4.7,"Couples,Friends","זוגות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6368,Golden Table 5368,גולדן טייבל 5368,Zichron Yaakov,זכרון יעקב,North,צפון,Thai,תאילנדי,Mixed,מעורב,Yes,136,Medium,3.9,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6369,Happy Garden 5369,האפי גארדן 5369,Tel Aviv,תל אביב,Center,מרכז,Italian,איטלקי,Mixed,מעורב,Yes,151,Medium,4.5,"Families,Friends","משפחות,חברים",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6370,Green Room 5370,גרין רום 5370,Ramat Gan,רמת גן,Center,מרכז,Greek,יווני,Mixed,מעורב,Yes,102,Medium,4.3,"Business,Friends","עסקים,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6371,Blue Grill 5371,בלו גריל 5371,Rishon LeZion,ראשון לציון,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,122,Medium,4.4,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6372,Sunny Corner 5372,סאני קורנר 5372,Netanya,נתניה,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,Yes,101,Medium,3.8,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6373,Chef Market 5373,שף מרקט 5373,Rehovot,רחובות,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,195,Expensive,3.4,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6374,Noble Bistro 5374,נובל ביסטרו 5374,Ashkelon,אשקלון,South,דרום,Cafe,בית קפה,Dairy,חלבי,No,50,Cheap,3.3,"Families,Friends","משפחות,חברים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6375,Crispy Deli 5375,קריספי דלי 5375,Nazareth,נצרת,North,צפון,Vegan,טבעוני,Vegan,טבעוני,Yes,187,Expensive,4.6,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6376,Royal Oven 5376,רויאל אובן 5376,Zichron Yaakov,זכרון יעקב,North,צפון,Pizza,פיצה,Dairy,חלבי,Yes,81,Medium,4.7,"Families,Friends","משפחות,חברים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6377,Little Kitchen 5377,ליטל קיטשן 5377,Tel Aviv,תל אביב,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,Yes,298,Expensive,4.0,"Couples,Business","זוגות,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6378,Spicy Place 5378,ספייסי פלייס 5378,Ramat Gan,רמת גן,Center,מרכז,Burger,המבורגרים,Meat,בשרי,No,121,Medium,3.6,"Families,Friends","משפחות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6379,Garden Wok 5379,גארדן ווק 5379,Rishon LeZion,ראשון לציון,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,No,176,Medium,4.5,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6380,Market Fork 5380,מרקט פורק 5380,Netanya,נתניה,Center,מרכז,Japanese,יפני,Mixed,מעורב,No,111,Medium,3.8,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6381,Street House 5381,סטריט האוס 5381,Rehovot,רחובות,Center,מרכז,Indian,הודי,Mixed,מעורב,No,71,Cheap,3.2,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6382,Classic Bar 5382,קלאסיק בר 5382,Ashkelon,אשקלון,South,דרום,Asian,אסייתי,Mixed,מעורב,Yes,149,Medium,3.5,"Couples,Friends","זוגות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6383,Local Plate 5383,מקומי פלייט 5383,Nazareth,נצרת,North,צפון,Thai,תאילנדי,Mixed,מעורב,No,101,Medium,3.9,"Couples,Friends","זוגות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6384,Urban Table 5384,אורבן טייבל 5384,Zichron Yaakov,זכרון יעקב,North,צפון,Italian,איטלקי,Mixed,מעורב,Yes,118,Medium,4.3,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6385,Fresh Garden 5385,פרש גארדן 5385,Tel Aviv,תל אביב,Center,מרכז,Greek,יווני,Mixed,מעורב,Yes,200,Expensive,3.9,"Families,Friends","משפחות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6386,Golden Room 5386,גולדן רום 5386,Ramat Gan,רמת גן,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,182,Expensive,4.3,"Friends,Couples","חברים,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6387,Happy Grill 5387,האפי גריל 5387,Rishon LeZion,ראשון לציון,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,87,Medium,4.7,"Business,Friends","עסקים,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6388,Green Corner 5388,גרין קורנר 5388,Netanya,נתניה,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,175,Medium,3.8,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6389,Blue Market 5389,בלו מרקט 5389,Rehovot,רחובות,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,No,52,Cheap,4.7,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6390,Sunny Bistro 5390,סאני ביסטרו 5390,Ashkelon,אשקלון,South,דרום,Vegan,טבעוני,Vegan,טבעוני,No,135,Medium,3.9,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6391,Chef Deli 5391,שף דלי 5391,Nazareth,נצרת,North,צפון,Pizza,פיצה,Dairy,חלבי,No,88,Medium,3.8,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6392,Noble Oven 5392,נובל אובן 5392,Zichron Yaakov,זכרון יעקב,North,צפון,Steakhouse,סטייק האוס,Meat,בשרי,Yes,288,Expensive,4.6,"Couples,Business","זוגות,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6393,Crispy Kitchen 5393,קריספי קיטשן 5393,Tel Aviv,תל אביב,Center,מרכז,Burger,המבורגרים,Meat,בשרי,No,147,Medium,3.7,"Business,Friends","עסקים,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6394,Royal Place 5394,רויאל פלייס 5394,Ramat Gan,רמת גן,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,Yes,174,Medium,3.6,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6395,Little Wok 5395,ליטל ווק 5395,Rishon LeZion,ראשון לציון,Center,מרכז,Japanese,יפני,Mixed,מעורב,Yes,155,Medium,3.7,"Couples,Friends","זוגות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6396,Spicy Fork 5396,ספייסי פורק 5396,Netanya,נתניה,Center,מרכז,Indian,הודי,Mixed,מעורב,Yes,135,Medium,4.1,"Families,Friends","משפחות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6397,Garden House 5397,גארדן האוס 5397,Rehovot,רחובות,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,153,Medium,4.2,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6398,Market Bar 5398,מרקט בר 5398,Ashkelon,אשקלון,South,דרום,Thai,תאילנדי,Mixed,מעורב,Yes,112,Medium,3.7,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6399,Street Plate 5399,סטריט פלייט 5399,Nazareth,נצרת,North,צפון,Italian,איטלקי,Mixed,מעורב,Yes,111,Medium,3.7,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6400,Classic Table 5400,קלאסיק טייבל 5400,Zichron Yaakov,זכרון יעקב,North,צפון,Greek,יווני,Mixed,מעורב,No,139,Medium,3.6,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6401,Local Garden 5401,מקומי גארדן 5401,Tel Aviv,תל אביב,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,237,Expensive,3.5,"Friends,Couples","חברים,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6402,Urban Room 5402,אורבן רום 5402,Ramat Gan,רמת גן,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,124,Medium,4.4,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6403,Fresh Grill 5403,פרש גריל 5403,Rishon LeZion,ראשון לציון,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,278,Expensive,4.5,"Couples,Special Occasion","זוגות,אירוע מיוחד",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6404,Golden Corner 5404,גולדן קורנר 5404,Netanya,נתניה,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,No,73,Cheap,4.1,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6405,Happy Market 5405,האפי מרקט 5405,Rehovot,רחובות,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,181,Expensive,4.6,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6406,Green Bistro 5406,גרין ביסטרו 5406,Ashkelon,אשקלון,South,דרום,Pizza,פיצה,Dairy,חלבי,No,69,Cheap,3.8,"Families,Students","משפחות,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6407,Blue Deli 5407,בלו דלי 5407,Nazareth,נצרת,North,צפון,Steakhouse,סטייק האוס,Meat,בשרי,No,323,Expensive,4.1,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6408,Sunny Oven 5408,סאני אובן 5408,Zichron Yaakov,זכרון יעקב,North,צפון,Burger,המבורגרים,Meat,בשרי,No,92,Medium,3.5,"Couples,Friends","זוגות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6409,Chef Kitchen 5409,שף קיטשן 5409,Tel Aviv,תל אביב,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,No,78,Cheap,4.2,"Families,Friends","משפחות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6410,Noble Place 5410,נובל פלייס 5410,Ramat Gan,רמת גן,Center,מרכז,Japanese,יפני,Mixed,מעורב,No,124,Medium,4.0,"Couples,Friends","זוגות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6411,Crispy Wok 5411,קריספי ווק 5411,Rishon LeZion,ראשון לציון,Center,מרכז,Indian,הודי,Mixed,מעורב,No,131,Medium,4.4,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6412,Royal Fork 5412,רויאל פורק 5412,Netanya,נתניה,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,101,Medium,3.8,"Couples,Friends","זוגות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6413,Little House 5413,ליטל האוס 5413,Rehovot,רחובות,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,131,Medium,4.4,"Business,Friends","עסקים,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6414,Spicy Bar 5414,ספייסי בר 5414,Ashkelon,אשקלון,South,דרום,Italian,איטלקי,Mixed,מעורב,Yes,94,Medium,4.1,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6415,Garden Plate 5415,גארדן פלייט 5415,Nazareth,נצרת,North,צפון,Greek,יווני,Mixed,מעורב,No,168,Medium,3.3,"Business,Friends","עסקים,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6416,Market Table 5416,מרקט טייבל 5416,Zichron Yaakov,זכרון יעקב,North,צפון,Mediterranean,ים תיכוני,Mixed,מעורב,No,122,Medium,3.7,"Families,Friends","משפחות,חברים",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6417,Street Garden 5417,סטריט גארדן 5417,Tel Aviv,תל אביב,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,164,Medium,3.4,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6418,Classic Room 5418,קלאסיק רום 5418,Ramat Gan,רמת גן,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,266,Expensive,4.0,"Couples,Special Occasion","זוגות,אירוע מיוחד",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
